repo_full,org,repo,month,openrank
directus/directus,directus,directus,2021-09,159.9
directus/directus,directus,directus,2021-10,155.1
directus/directus,directus,directus,2021-11,191.44
directus/directus,directus,directus,2021-12,194.71
directus/directus,directus,directus,2022-01,204.88
directus/directus,directus,directus,2022-02,199.66
directus/directus,directus,directus,2022-03,211.31
directus/directus,directus,directus,2022-04,210.38
directus/directus,directus,directus,2022-05,217.1
directus/directus,directus,directus,2022-06,211.83
directus/directus,directus,directus,2022-07,201.66
directus/directus,directus,directus,2022-08,204.01
directus/directus,directus,directus,2022-09,180.06
directus/directus,directus,directus,2022-10,180.36
directus/directus,directus,directus,2022-11,168.81
directus/directus,directus,directus,2022-12,159.77
directus/directus,directus,directus,2023-01,177.11
directus/directus,directus,directus,2023-02,170.31
directus/directus,directus,directus,2023-03,173.76
docker/docs,docker,docs,2016-09,4.1
docker/docs,docker,docs,2016-10,103.6
docker/docs,docker,docs,2016-11,154.06
docker/docs,docker,docs,2016-12,149.23
docker/docs,docker,docs,2017-01,194.57
docker/docs,docker,docs,2017-02,240.27
docker/docs,docker,docs,2017-03,247.86
docker/docs,docker,docs,2017-04,254.76
docker/docs,docker,docs,2017-05,228.33
docker/docs,docker,docs,2017-06,234.79
docker/docs,docker,docs,2017-07,204.21
docker/docs,docker,docs,2017-08,216.13
docker/docs,docker,docs,2017-09,205.67
docker/docs,docker,docs,2017-10,203.46
docker/docs,docker,docs,2017-11,190.2
docker/docs,docker,docs,2017-12,176.2
docker/docs,docker,docs,2018-01,163.92
docker/docs,docker,docs,2018-02,159.69
docker/docs,docker,docs,2018-03,142.24
docker/docs,docker,docs,2018-04,134.64
docker/docs,docker,docs,2018-05,126.13
docker/docs,docker,docs,2018-06,123.81
docker/docs,docker,docs,2018-07,103.46
docker/docs,docker,docs,2018-08,130.67
docker/docs,docker,docs,2018-09,105.23
docker/docs,docker,docs,2018-10,89.87
docker/docs,docker,docs,2018-11,103.73
docker/docs,docker,docs,2018-12,127.93
docker/docs,docker,docs,2019-01,150.16
docker/docs,docker,docs,2019-02,150.97
docker/docs,docker,docs,2019-03,145.63
docker/docs,docker,docs,2019-04,136.04
docker/docs,docker,docs,2019-05,125.05
docker/docs,docker,docs,2019-06,126.06
docker/docs,docker,docs,2019-07,115.9
docker/docs,docker,docs,2019-08,111.8
docker/docs,docker,docs,2019-09,118.26
docker/docs,docker,docs,2019-10,123.12
docker/docs,docker,docs,2019-11,125.33
docker/docs,docker,docs,2019-12,130.57
docker/docs,docker,docs,2020-01,121.52
docker/docs,docker,docs,2020-02,129.52
docker/docs,docker,docs,2020-03,127.39
docker/docs,docker,docs,2020-04,137.35
docker/docs,docker,docs,2020-05,127.01
docker/docs,docker,docs,2020-06,111.17
docker/docs,docker,docs,2020-07,96.01
docker/docs,docker,docs,2020-08,85.84
docker/docs,docker,docs,2020-09,92.95
docker/docs,docker,docs,2020-10,119.3
docker/docs,docker,docs,2020-11,121.13
docker/docs,docker,docs,2020-12,130.38
docker/docs,docker,docs,2021-01,148.5
docker/docs,docker,docs,2021-02,145.4
docker/docs,docker,docs,2021-03,143.06
docker/docs,docker,docs,2021-04,146.43
docker/docs,docker,docs,2021-05,125.39
docker/docs,docker,docs,2021-06,132.79
docker/docs,docker,docs,2021-07,143.2
docker/docs,docker,docs,2021-08,144.98
docker/docs,docker,docs,2021-09,135.11
docker/docs,docker,docs,2021-10,135.12
docker/docs,docker,docs,2021-11,140.35
docker/docs,docker,docs,2021-12,145.17
docker/docs,docker,docs,2022-01,129.74
docker/docs,docker,docs,2022-02,123.72
docker/docs,docker,docs,2022-03,129.62
docker/docs,docker,docs,2022-04,140.21
docker/docs,docker,docs,2022-05,157.96
docker/docs,docker,docs,2022-06,147.46
docker/docs,docker,docs,2022-07,186.79
docker/docs,docker,docs,2022-08,183.94
docker/docs,docker,docs,2022-09,187.84
docker/docs,docker,docs,2022-10,185.41
docker/docs,docker,docs,2022-11,204.6
docker/docs,docker,docs,2022-12,165.34
docker/docs,docker,docs,2023-01,198.04
docker/docs,docker,docs,2023-02,173.61
docker/docs,docker,docs,2023-03,207.68
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-02,0.31
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-03,0.89
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-04,6.99
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-05,24.92
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-06,20.54
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-07,23.64
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-08,28.38
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-09,39.47
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-10,45.86
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-11,56.04
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2015-12,67.53
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-01,65.64
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-02,72.78
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-03,85.69
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-04,81.16
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-05,91.79
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-06,141.56
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-07,132.84
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-08,109.2
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-09,86.79
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-10,70.84
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-11,103.43
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2016-12,108.22
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-01,110.36
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-02,112.65
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-03,113.11
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-04,91.78
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-05,92.98
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-06,90.4
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-07,97.01
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-08,117.51
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-09,135.17
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-10,133.12
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-11,131.48
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2017-12,117.82
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-01,126.18
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-02,138.34
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-03,134.13
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-04,127.34
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-05,220.93
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-06,307.18
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-07,320.85
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-08,299.06
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-09,309.98
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-10,332.48
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-11,340.79
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2018-12,306.17
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-01,326.23
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-02,337.47
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-03,319.99
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-04,308.01
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-05,310.7
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-06,305.77
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-07,301.03
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-08,300.05
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-09,352.33
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-10,361.81
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-11,366.91
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2019-12,346.21
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-01,333.48
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-02,306.35
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-03,290.16
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-04,296.09
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-05,311.82
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-06,280.16
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-07,272.14
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-08,250.77
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-09,233.09
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-10,260.58
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-11,248.78
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2020-12,229.15
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-01,223.27
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-02,196.92
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-03,191.13
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-04,179.48
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-05,182.62
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-06,169.52
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-07,173.49
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-08,170.88
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-09,175.39
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-10,143.86
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-11,178.95
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2021-12,182.1
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-01,191.8
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-02,180.71
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-03,171.5
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-04,167.05
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-05,139.69
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-06,148.01
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-07,160.58
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-08,156.62
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-09,160.17
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-10,195.55
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-11,205.36
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2022-12,167.42
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2023-01,164.49
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2023-02,152.39
dotnet/AspNetCore.Docs,dotnet,AspNetCore.Docs,2023-03,151.4
dotnet/aspnetcore,dotnet,aspnetcore,2015-01,28.61
dotnet/aspnetcore,dotnet,aspnetcore,2015-02,24.93
dotnet/aspnetcore,dotnet,aspnetcore,2015-03,36.97
dotnet/aspnetcore,dotnet,aspnetcore,2015-04,50.59
dotnet/aspnetcore,dotnet,aspnetcore,2015-05,60.64
dotnet/aspnetcore,dotnet,aspnetcore,2015-06,47.76
dotnet/aspnetcore,dotnet,aspnetcore,2015-07,48.41
dotnet/aspnetcore,dotnet,aspnetcore,2015-08,46.03
dotnet/aspnetcore,dotnet,aspnetcore,2015-09,47.36
dotnet/aspnetcore,dotnet,aspnetcore,2015-10,42.88
dotnet/aspnetcore,dotnet,aspnetcore,2015-11,47.29
dotnet/aspnetcore,dotnet,aspnetcore,2015-12,46.86
dotnet/aspnetcore,dotnet,aspnetcore,2016-01,47.97
dotnet/aspnetcore,dotnet,aspnetcore,2016-02,45.58
dotnet/aspnetcore,dotnet,aspnetcore,2016-03,34.42
dotnet/aspnetcore,dotnet,aspnetcore,2016-04,38.09
dotnet/aspnetcore,dotnet,aspnetcore,2016-05,73.99
dotnet/aspnetcore,dotnet,aspnetcore,2016-06,76.3
dotnet/aspnetcore,dotnet,aspnetcore,2016-07,65.29
dotnet/aspnetcore,dotnet,aspnetcore,2016-08,51.92
dotnet/aspnetcore,dotnet,aspnetcore,2016-09,48.77
dotnet/aspnetcore,dotnet,aspnetcore,2016-10,33.29
dotnet/aspnetcore,dotnet,aspnetcore,2016-11,35.42
dotnet/aspnetcore,dotnet,aspnetcore,2016-12,39.15
dotnet/aspnetcore,dotnet,aspnetcore,2017-01,35.67
dotnet/aspnetcore,dotnet,aspnetcore,2017-02,25.14
dotnet/aspnetcore,dotnet,aspnetcore,2017-03,25.93
dotnet/aspnetcore,dotnet,aspnetcore,2017-04,29.27
dotnet/aspnetcore,dotnet,aspnetcore,2017-05,71.13
dotnet/aspnetcore,dotnet,aspnetcore,2017-06,44.92
dotnet/aspnetcore,dotnet,aspnetcore,2017-07,34.19
dotnet/aspnetcore,dotnet,aspnetcore,2017-08,33.3
dotnet/aspnetcore,dotnet,aspnetcore,2017-09,33.74
dotnet/aspnetcore,dotnet,aspnetcore,2017-10,34.41
dotnet/aspnetcore,dotnet,aspnetcore,2017-11,27.27
dotnet/aspnetcore,dotnet,aspnetcore,2017-12,31.87
dotnet/aspnetcore,dotnet,aspnetcore,2018-01,76.56
dotnet/aspnetcore,dotnet,aspnetcore,2018-02,54.03
dotnet/aspnetcore,dotnet,aspnetcore,2018-03,58.49
dotnet/aspnetcore,dotnet,aspnetcore,2018-04,65.42
dotnet/aspnetcore,dotnet,aspnetcore,2018-05,51.06
dotnet/aspnetcore,dotnet,aspnetcore,2018-06,71.36
dotnet/aspnetcore,dotnet,aspnetcore,2018-07,85.74
dotnet/aspnetcore,dotnet,aspnetcore,2018-08,76.85
dotnet/aspnetcore,dotnet,aspnetcore,2018-09,78.99
dotnet/aspnetcore,dotnet,aspnetcore,2018-10,103.42
dotnet/aspnetcore,dotnet,aspnetcore,2018-11,238.25
dotnet/aspnetcore,dotnet,aspnetcore,2018-12,692.45
dotnet/aspnetcore,dotnet,aspnetcore,2019-01,726.26
dotnet/aspnetcore,dotnet,aspnetcore,2019-02,726.71
dotnet/aspnetcore,dotnet,aspnetcore,2019-03,740.09
dotnet/aspnetcore,dotnet,aspnetcore,2019-04,792.62
dotnet/aspnetcore,dotnet,aspnetcore,2019-05,816.73
dotnet/aspnetcore,dotnet,aspnetcore,2019-06,839.24
dotnet/aspnetcore,dotnet,aspnetcore,2019-07,880.92
dotnet/aspnetcore,dotnet,aspnetcore,2019-08,844.34
dotnet/aspnetcore,dotnet,aspnetcore,2019-09,773.33
dotnet/aspnetcore,dotnet,aspnetcore,2019-10,909.68
dotnet/aspnetcore,dotnet,aspnetcore,2019-11,799.21
dotnet/aspnetcore,dotnet,aspnetcore,2019-12,682.67
dotnet/aspnetcore,dotnet,aspnetcore,2020-01,650.13
dotnet/aspnetcore,dotnet,aspnetcore,2020-02,661.48
dotnet/aspnetcore,dotnet,aspnetcore,2020-03,684.95
dotnet/aspnetcore,dotnet,aspnetcore,2020-04,692.77
dotnet/aspnetcore,dotnet,aspnetcore,2020-05,686.72
dotnet/aspnetcore,dotnet,aspnetcore,2020-06,716.52
dotnet/aspnetcore,dotnet,aspnetcore,2020-07,726.42
dotnet/aspnetcore,dotnet,aspnetcore,2020-08,748.1
dotnet/aspnetcore,dotnet,aspnetcore,2020-09,706.73
dotnet/aspnetcore,dotnet,aspnetcore,2020-10,646.78
dotnet/aspnetcore,dotnet,aspnetcore,2020-11,615.05
dotnet/aspnetcore,dotnet,aspnetcore,2020-12,605.42
dotnet/aspnetcore,dotnet,aspnetcore,2021-01,559.25
dotnet/aspnetcore,dotnet,aspnetcore,2021-02,556.2
dotnet/aspnetcore,dotnet,aspnetcore,2021-03,586.92
dotnet/aspnetcore,dotnet,aspnetcore,2021-04,619.5
dotnet/aspnetcore,dotnet,aspnetcore,2021-05,589.87
dotnet/aspnetcore,dotnet,aspnetcore,2021-06,636.07
dotnet/aspnetcore,dotnet,aspnetcore,2021-07,664.99
dotnet/aspnetcore,dotnet,aspnetcore,2021-08,657.52
dotnet/aspnetcore,dotnet,aspnetcore,2021-09,620.19
dotnet/aspnetcore,dotnet,aspnetcore,2021-10,498.23
dotnet/aspnetcore,dotnet,aspnetcore,2021-11,521.25
dotnet/aspnetcore,dotnet,aspnetcore,2021-12,456.22
dotnet/aspnetcore,dotnet,aspnetcore,2022-01,473.81
dotnet/aspnetcore,dotnet,aspnetcore,2022-02,456.01
dotnet/aspnetcore,dotnet,aspnetcore,2022-03,449.0
dotnet/aspnetcore,dotnet,aspnetcore,2022-04,435.86
dotnet/aspnetcore,dotnet,aspnetcore,2022-05,438.97
dotnet/aspnetcore,dotnet,aspnetcore,2022-06,466.35
dotnet/aspnetcore,dotnet,aspnetcore,2022-07,447.28
dotnet/aspnetcore,dotnet,aspnetcore,2022-08,449.61
dotnet/aspnetcore,dotnet,aspnetcore,2022-09,430.99
dotnet/aspnetcore,dotnet,aspnetcore,2022-10,379.68
dotnet/aspnetcore,dotnet,aspnetcore,2022-11,373.88
dotnet/aspnetcore,dotnet,aspnetcore,2022-12,375.44
dotnet/aspnetcore,dotnet,aspnetcore,2023-01,410.59
dotnet/aspnetcore,dotnet,aspnetcore,2023-02,431.52
dotnet/aspnetcore,dotnet,aspnetcore,2023-03,423.47
dotnet/docs,dotnet,docs,2015-05,1.24
dotnet/docs,dotnet,docs,2015-06,2.69
dotnet/docs,dotnet,docs,2015-07,4.73
dotnet/docs,dotnet,docs,2015-08,6.56
dotnet/docs,dotnet,docs,2015-09,8.96
dotnet/docs,dotnet,docs,2015-10,11.19
dotnet/docs,dotnet,docs,2015-11,12.62
dotnet/docs,dotnet,docs,2015-12,16.24
dotnet/docs,dotnet,docs,2016-01,12.2
dotnet/docs,dotnet,docs,2016-02,16.39
dotnet/docs,dotnet,docs,2016-03,18.65
dotnet/docs,dotnet,docs,2016-04,28.22
dotnet/docs,dotnet,docs,2016-05,32.47
dotnet/docs,dotnet,docs,2016-06,57.01
dotnet/docs,dotnet,docs,2016-07,66.86
dotnet/docs,dotnet,docs,2016-08,65.66
dotnet/docs,dotnet,docs,2016-09,77.61
dotnet/docs,dotnet,docs,2016-10,71.9
dotnet/docs,dotnet,docs,2016-11,69.94
dotnet/docs,dotnet,docs,2016-12,63.04
dotnet/docs,dotnet,docs,2017-01,61.4
dotnet/docs,dotnet,docs,2017-02,73.66
dotnet/docs,dotnet,docs,2017-03,88.13
dotnet/docs,dotnet,docs,2017-04,99.34
dotnet/docs,dotnet,docs,2017-05,114.64
dotnet/docs,dotnet,docs,2017-06,116.51
dotnet/docs,dotnet,docs,2017-07,125.1
dotnet/docs,dotnet,docs,2017-08,126.78
dotnet/docs,dotnet,docs,2017-09,129.21
dotnet/docs,dotnet,docs,2017-10,149.55
dotnet/docs,dotnet,docs,2017-11,157.22
dotnet/docs,dotnet,docs,2017-12,159.7
dotnet/docs,dotnet,docs,2018-01,160.33
dotnet/docs,dotnet,docs,2018-02,147.16
dotnet/docs,dotnet,docs,2018-03,153.41
dotnet/docs,dotnet,docs,2018-04,140.55
dotnet/docs,dotnet,docs,2018-05,221.5
dotnet/docs,dotnet,docs,2018-06,266.86
dotnet/docs,dotnet,docs,2018-07,277.29
dotnet/docs,dotnet,docs,2018-08,314.31
dotnet/docs,dotnet,docs,2018-09,334.58
dotnet/docs,dotnet,docs,2018-10,378.16
dotnet/docs,dotnet,docs,2018-11,332.22
dotnet/docs,dotnet,docs,2018-12,312.22
dotnet/docs,dotnet,docs,2019-01,321.98
dotnet/docs,dotnet,docs,2019-02,358.29
dotnet/docs,dotnet,docs,2019-03,362.0
dotnet/docs,dotnet,docs,2019-04,341.86
dotnet/docs,dotnet,docs,2019-05,315.98
dotnet/docs,dotnet,docs,2019-06,324.22
dotnet/docs,dotnet,docs,2019-07,287.89
dotnet/docs,dotnet,docs,2019-08,299.87
dotnet/docs,dotnet,docs,2019-09,415.98
dotnet/docs,dotnet,docs,2019-10,446.11
dotnet/docs,dotnet,docs,2019-11,423.19
dotnet/docs,dotnet,docs,2019-12,412.6
dotnet/docs,dotnet,docs,2020-01,457.72
dotnet/docs,dotnet,docs,2020-02,402.48
dotnet/docs,dotnet,docs,2020-03,370.37
dotnet/docs,dotnet,docs,2020-04,385.73
dotnet/docs,dotnet,docs,2020-05,363.76
dotnet/docs,dotnet,docs,2020-06,298.9
dotnet/docs,dotnet,docs,2020-07,298.15
dotnet/docs,dotnet,docs,2020-08,294.53
dotnet/docs,dotnet,docs,2020-09,316.19
dotnet/docs,dotnet,docs,2020-10,310.48
dotnet/docs,dotnet,docs,2020-11,325.34
dotnet/docs,dotnet,docs,2020-12,333.73
dotnet/docs,dotnet,docs,2021-01,333.59
dotnet/docs,dotnet,docs,2021-02,300.72
dotnet/docs,dotnet,docs,2021-03,310.51
dotnet/docs,dotnet,docs,2021-04,267.08
dotnet/docs,dotnet,docs,2021-05,273.12
dotnet/docs,dotnet,docs,2021-06,260.62
dotnet/docs,dotnet,docs,2021-07,277.65
dotnet/docs,dotnet,docs,2021-08,233.87
dotnet/docs,dotnet,docs,2021-09,239.43
dotnet/docs,dotnet,docs,2021-10,203.9
dotnet/docs,dotnet,docs,2021-11,268.71
dotnet/docs,dotnet,docs,2021-12,241.07
dotnet/docs,dotnet,docs,2022-01,210.45
dotnet/docs,dotnet,docs,2022-02,212.45
dotnet/docs,dotnet,docs,2022-03,214.85
dotnet/docs,dotnet,docs,2022-04,192.56
dotnet/docs,dotnet,docs,2022-05,217.85
dotnet/docs,dotnet,docs,2022-06,224.15
dotnet/docs,dotnet,docs,2022-07,219.44
dotnet/docs,dotnet,docs,2022-08,225.52
dotnet/docs,dotnet,docs,2022-09,222.78
dotnet/docs,dotnet,docs,2022-10,217.62
dotnet/docs,dotnet,docs,2022-11,233.51
dotnet/docs,dotnet,docs,2022-12,228.66
dotnet/docs,dotnet,docs,2023-01,222.44
dotnet/docs,dotnet,docs,2023-02,209.12
dotnet/docs,dotnet,docs,2023-03,197.66
dotnet/efcore,dotnet,efcore,2015-01,22.7
dotnet/efcore,dotnet,efcore,2015-02,34.7
dotnet/efcore,dotnet,efcore,2015-03,40.34
dotnet/efcore,dotnet,efcore,2015-04,48.78
dotnet/efcore,dotnet,efcore,2015-05,72.75
dotnet/efcore,dotnet,efcore,2015-06,77.74
dotnet/efcore,dotnet,efcore,2015-07,92.11
dotnet/efcore,dotnet,efcore,2015-08,105.36
dotnet/efcore,dotnet,efcore,2015-09,120.89
dotnet/efcore,dotnet,efcore,2015-10,138.08
dotnet/efcore,dotnet,efcore,2015-11,148.48
dotnet/efcore,dotnet,efcore,2015-12,167.53
dotnet/efcore,dotnet,efcore,2016-01,179.25
dotnet/efcore,dotnet,efcore,2016-02,171.8
dotnet/efcore,dotnet,efcore,2016-03,169.14
dotnet/efcore,dotnet,efcore,2016-04,177.87
dotnet/efcore,dotnet,efcore,2016-05,188.34
dotnet/efcore,dotnet,efcore,2016-06,199.1
dotnet/efcore,dotnet,efcore,2016-07,200.2
dotnet/efcore,dotnet,efcore,2016-08,178.86
dotnet/efcore,dotnet,efcore,2016-09,187.16
dotnet/efcore,dotnet,efcore,2016-10,189.85
dotnet/efcore,dotnet,efcore,2016-11,206.08
dotnet/efcore,dotnet,efcore,2016-12,175.97
dotnet/efcore,dotnet,efcore,2017-01,172.67
dotnet/efcore,dotnet,efcore,2017-02,175.5
dotnet/efcore,dotnet,efcore,2017-03,210.63
dotnet/efcore,dotnet,efcore,2017-04,201.5
dotnet/efcore,dotnet,efcore,2017-05,219.3
dotnet/efcore,dotnet,efcore,2017-06,226.69
dotnet/efcore,dotnet,efcore,2017-07,234.73
dotnet/efcore,dotnet,efcore,2017-08,241.72
dotnet/efcore,dotnet,efcore,2017-09,254.72
dotnet/efcore,dotnet,efcore,2017-10,235.36
dotnet/efcore,dotnet,efcore,2017-11,235.0
dotnet/efcore,dotnet,efcore,2017-12,226.81
dotnet/efcore,dotnet,efcore,2018-01,231.3
dotnet/efcore,dotnet,efcore,2018-02,234.21
dotnet/efcore,dotnet,efcore,2018-03,246.92
dotnet/efcore,dotnet,efcore,2018-04,256.09
dotnet/efcore,dotnet,efcore,2018-05,255.23
dotnet/efcore,dotnet,efcore,2018-06,263.98
dotnet/efcore,dotnet,efcore,2018-07,255.63
dotnet/efcore,dotnet,efcore,2018-08,248.21
dotnet/efcore,dotnet,efcore,2018-09,250.63
dotnet/efcore,dotnet,efcore,2018-10,262.36
dotnet/efcore,dotnet,efcore,2018-11,235.25
dotnet/efcore,dotnet,efcore,2018-12,212.19
dotnet/efcore,dotnet,efcore,2019-01,222.06
dotnet/efcore,dotnet,efcore,2019-02,222.11
dotnet/efcore,dotnet,efcore,2019-03,225.99
dotnet/efcore,dotnet,efcore,2019-04,215.54
dotnet/efcore,dotnet,efcore,2019-05,247.82
dotnet/efcore,dotnet,efcore,2019-06,275.58
dotnet/efcore,dotnet,efcore,2019-07,294.78
dotnet/efcore,dotnet,efcore,2019-08,307.17
dotnet/efcore,dotnet,efcore,2019-09,324.92
dotnet/efcore,dotnet,efcore,2019-10,345.44
dotnet/efcore,dotnet,efcore,2019-11,364.9
dotnet/efcore,dotnet,efcore,2019-12,368.21
dotnet/efcore,dotnet,efcore,2020-01,366.94
dotnet/efcore,dotnet,efcore,2020-02,375.03
dotnet/efcore,dotnet,efcore,2020-03,372.91
dotnet/efcore,dotnet,efcore,2020-04,371.59
dotnet/efcore,dotnet,efcore,2020-05,364.17
dotnet/efcore,dotnet,efcore,2020-06,357.93
dotnet/efcore,dotnet,efcore,2020-07,349.35
dotnet/efcore,dotnet,efcore,2020-08,342.61
dotnet/efcore,dotnet,efcore,2020-09,292.38
dotnet/efcore,dotnet,efcore,2020-10,281.83
dotnet/efcore,dotnet,efcore,2020-11,314.65
dotnet/efcore,dotnet,efcore,2020-12,304.22
dotnet/efcore,dotnet,efcore,2021-01,276.66
dotnet/efcore,dotnet,efcore,2021-02,294.45
dotnet/efcore,dotnet,efcore,2021-03,281.85
dotnet/efcore,dotnet,efcore,2021-04,253.95
dotnet/efcore,dotnet,efcore,2021-05,241.46
dotnet/efcore,dotnet,efcore,2021-06,210.34
dotnet/efcore,dotnet,efcore,2021-07,213.29
dotnet/efcore,dotnet,efcore,2021-08,231.53
dotnet/efcore,dotnet,efcore,2021-09,243.01
dotnet/efcore,dotnet,efcore,2021-10,184.37
dotnet/efcore,dotnet,efcore,2021-11,228.52
