repo_full,org,repo,month,change_requests,change_request_response_time,change_request_resolution_duration
kubernetes/kubernetes,kubernetes,kubernetes,2019-09,653.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2019-10,850.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2019-11,771.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2019-12,605.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-01,643.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-02,637.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-03,634.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-04,605.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-05,617.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-06,643.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-07,590.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-08,433.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-09,489.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-10,545.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-11,585.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2020-12,443.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-01,716.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-02,650.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-03,828.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-04,688.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-05,516.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-06,632.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-07,463.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-08,379.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-09,464.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-10,100.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-11,462.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2021-12,330.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-01,402.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-02,316.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-03,528.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-04,306.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-05,354.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-06,341.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-07,460.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-08,368.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-09,443.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-10,469.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-11,467.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2022-12,354.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2023-01,480.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2023-02,459.0,,
kubernetes/kubernetes,kubernetes,kubernetes,2023-03,559.0,,
kubernetes/minikube,kubernetes,minikube,2016-04,13.0,,
kubernetes/minikube,kubernetes,minikube,2016-05,70.0,,
kubernetes/minikube,kubernetes,minikube,2016-06,65.0,,
kubernetes/minikube,kubernetes,minikube,2016-07,82.0,,
kubernetes/minikube,kubernetes,minikube,2016-08,51.0,,
kubernetes/minikube,kubernetes,minikube,2016-09,68.0,,
kubernetes/minikube,kubernetes,minikube,2016-10,95.0,,
kubernetes/minikube,kubernetes,minikube,2016-11,48.0,,
kubernetes/minikube,kubernetes,minikube,2016-12,48.0,,
kubernetes/minikube,kubernetes,minikube,2017-01,56.0,,
kubernetes/minikube,kubernetes,minikube,2017-02,91.0,,
kubernetes/minikube,kubernetes,minikube,2017-03,68.0,,
kubernetes/minikube,kubernetes,minikube,2017-04,55.0,,
kubernetes/minikube,kubernetes,minikube,2017-05,50.0,,
kubernetes/minikube,kubernetes,minikube,2017-06,66.0,,
kubernetes/minikube,kubernetes,minikube,2017-07,51.0,,
kubernetes/minikube,kubernetes,minikube,2017-08,70.0,,
kubernetes/minikube,kubernetes,minikube,2017-09,48.0,,
kubernetes/minikube,kubernetes,minikube,2017-10,58.0,,
kubernetes/minikube,kubernetes,minikube,2017-11,51.0,,
kubernetes/minikube,kubernetes,minikube,2017-12,58.0,,
kubernetes/minikube,kubernetes,minikube,2018-01,43.0,,
kubernetes/minikube,kubernetes,minikube,2018-02,36.0,,
kubernetes/minikube,kubernetes,minikube,2018-03,29.0,,
kubernetes/minikube,kubernetes,minikube,2018-04,38.0,,
kubernetes/minikube,kubernetes,minikube,2018-05,29.0,,
kubernetes/minikube,kubernetes,minikube,2018-06,35.0,,
kubernetes/minikube,kubernetes,minikube,2018-07,28.0,,
kubernetes/minikube,kubernetes,minikube,2018-08,27.0,,
kubernetes/minikube,kubernetes,minikube,2018-09,35.0,,
kubernetes/minikube,kubernetes,minikube,2018-10,41.0,,
kubernetes/minikube,kubernetes,minikube,2018-11,36.0,,
kubernetes/minikube,kubernetes,minikube,2018-12,45.0,,
kubernetes/minikube,kubernetes,minikube,2019-01,46.0,,
kubernetes/minikube,kubernetes,minikube,2019-02,73.0,,
kubernetes/minikube,kubernetes,minikube,2019-03,103.0,,
kubernetes/minikube,kubernetes,minikube,2019-04,43.0,,
kubernetes/minikube,kubernetes,minikube,2019-05,81.0,,
kubernetes/minikube,kubernetes,minikube,2019-06,105.0,,
kubernetes/minikube,kubernetes,minikube,2019-07,128.0,,
kubernetes/minikube,kubernetes,minikube,2019-08,131.0,,
kubernetes/minikube,kubernetes,minikube,2019-09,121.0,,
kubernetes/minikube,kubernetes,minikube,2019-10,146.0,,
kubernetes/minikube,kubernetes,minikube,2019-11,75.0,,
kubernetes/minikube,kubernetes,minikube,2019-12,63.0,,
kubernetes/minikube,kubernetes,minikube,2020-01,119.0,,
kubernetes/minikube,kubernetes,minikube,2020-02,190.0,,
kubernetes/minikube,kubernetes,minikube,2020-03,250.0,,
kubernetes/minikube,kubernetes,minikube,2020-04,291.0,,
kubernetes/minikube,kubernetes,minikube,2020-05,150.0,,
kubernetes/minikube,kubernetes,minikube,2020-06,102.0,,
kubernetes/minikube,kubernetes,minikube,2020-07,124.0,,
kubernetes/minikube,kubernetes,minikube,2020-08,98.0,,
kubernetes/minikube,kubernetes,minikube,2020-09,95.0,,
kubernetes/minikube,kubernetes,minikube,2020-10,98.0,,
kubernetes/minikube,kubernetes,minikube,2020-11,97.0,,
kubernetes/minikube,kubernetes,minikube,2020-12,120.0,,
kubernetes/minikube,kubernetes,minikube,2021-01,112.0,,
kubernetes/minikube,kubernetes,minikube,2021-02,159.0,,
kubernetes/minikube,kubernetes,minikube,2021-03,161.0,,
kubernetes/minikube,kubernetes,minikube,2021-04,154.0,,
kubernetes/minikube,kubernetes,minikube,2021-05,158.0,,
kubernetes/minikube,kubernetes,minikube,2021-06,183.0,,
kubernetes/minikube,kubernetes,minikube,2021-07,123.0,,
kubernetes/minikube,kubernetes,minikube,2021-08,138.0,,
kubernetes/minikube,kubernetes,minikube,2021-09,102.0,,
kubernetes/minikube,kubernetes,minikube,2021-10,13.0,,
kubernetes/minikube,kubernetes,minikube,2021-11,115.0,,
kubernetes/minikube,kubernetes,minikube,2021-12,126.0,,
kubernetes/minikube,kubernetes,minikube,2022-01,123.0,,
kubernetes/minikube,kubernetes,minikube,2022-02,71.0,,
kubernetes/minikube,kubernetes,minikube,2022-03,87.0,,
kubernetes/minikube,kubernetes,minikube,2022-04,84.0,,
kubernetes/minikube,kubernetes,minikube,2022-05,95.0,,
kubernetes/minikube,kubernetes,minikube,2022-06,97.0,,
kubernetes/minikube,kubernetes,minikube,2022-07,60.0,,
kubernetes/minikube,kubernetes,minikube,2022-08,103.0,,
kubernetes/minikube,kubernetes,minikube,2022-09,67.0,,
kubernetes/minikube,kubernetes,minikube,2022-10,98.0,,
kubernetes/minikube,kubernetes,minikube,2022-11,80.0,,
kubernetes/minikube,kubernetes,minikube,2022-12,54.0,,
kubernetes/minikube,kubernetes,minikube,2023-01,101.0,,
kubernetes/minikube,kubernetes,minikube,2023-02,87.0,,
kubernetes/minikube,kubernetes,minikube,2023-03,139.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-04,5.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-05,71.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-06,137.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-07,66.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-08,156.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-09,208.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-10,194.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-11,226.0,,
kubernetes/test-infra,kubernetes,test-infra,2016-12,186.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-01,198.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-02,249.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-03,250.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-04,186.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-05,222.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-06,301.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-07,363.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-08,376.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-09,395.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-10,355.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-11,346.0,,
kubernetes/test-infra,kubernetes,test-infra,2017-12,273.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-01,375.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-02,403.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-03,356.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-04,283.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-05,202.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-06,260.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-07,275.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-08,251.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-09,279.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-10,247.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-11,238.0,,
kubernetes/test-infra,kubernetes,test-infra,2018-12,202.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-01,367.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-02,415.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-03,362.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-04,362.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-05,347.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-06,364.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-07,376.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-08,338.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-09,270.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-10,427.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-11,333.0,,
kubernetes/test-infra,kubernetes,test-infra,2019-12,225.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-01,340.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-02,402.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-03,389.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-04,366.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-05,259.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-06,317.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-07,390.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-08,383.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-09,289.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-10,327.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-11,235.0,,
kubernetes/test-infra,kubernetes,test-infra,2020-12,268.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-01,287.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-02,349.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-03,446.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-04,388.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-05,284.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-06,325.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-07,304.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-08,275.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-09,376.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-10,54.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-11,294.0,,
kubernetes/test-infra,kubernetes,test-infra,2021-12,211.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-01,272.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-02,327.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-03,327.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-04,245.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-05,265.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-06,215.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-07,217.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-08,320.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-09,278.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-10,154.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-11,260.0,,
kubernetes/test-infra,kubernetes,test-infra,2022-12,153.0,,
kubernetes/test-infra,kubernetes,test-infra,2023-01,232.0,,
kubernetes/test-infra,kubernetes,test-infra,2023-02,227.0,,
kubernetes/test-infra,kubernetes,test-infra,2023-03,267.0,,
kubernetes/website,kubernetes,website,2016-03,122.0,,
kubernetes/website,kubernetes,website,2016-04,91.0,,
kubernetes/website,kubernetes,website,2016-05,81.0,,
kubernetes/website,kubernetes,website,2016-06,104.0,,
kubernetes/website,kubernetes,website,2016-07,96.0,,
kubernetes/website,kubernetes,website,2016-08,120.0,,
kubernetes/website,kubernetes,website,2016-09,157.0,,
kubernetes/website,kubernetes,website,2016-10,140.0,,
kubernetes/website,kubernetes,website,2016-11,159.0,,
kubernetes/website,kubernetes,website,2016-12,197.0,,
kubernetes/website,kubernetes,website,2017-01,215.0,,
kubernetes/website,kubernetes,website,2017-02,194.0,,
kubernetes/website,kubernetes,website,2017-03,447.0,,
kubernetes/website,kubernetes,website,2017-04,307.0,,
kubernetes/website,kubernetes,website,2017-05,280.0,,
kubernetes/website,kubernetes,website,2017-06,214.0,,
kubernetes/website,kubernetes,website,2017-07,202.0,,
kubernetes/website,kubernetes,website,2017-08,645.0,,
kubernetes/website,kubernetes,website,2017-09,376.0,,
kubernetes/website,kubernetes,website,2017-10,315.0,,
kubernetes/website,kubernetes,website,2017-11,297.0,,
kubernetes/website,kubernetes,website,2017-12,217.0,,
kubernetes/website,kubernetes,website,2018-01,275.0,,
kubernetes/website,kubernetes,website,2018-02,297.0,,
kubernetes/website,kubernetes,website,2018-03,260.0,,
kubernetes/website,kubernetes,website,2018-04,176.0,,
kubernetes/website,kubernetes,website,2018-05,365.0,,
kubernetes/website,kubernetes,website,2018-06,330.0,,
kubernetes/website,kubernetes,website,2018-07,245.0,,
kubernetes/website,kubernetes,website,2018-08,364.0,,
kubernetes/website,kubernetes,website,2018-09,197.0,,
kubernetes/website,kubernetes,website,2018-10,243.0,,
kubernetes/website,kubernetes,website,2018-11,436.0,,
kubernetes/website,kubernetes,website,2018-12,413.0,,
kubernetes/website,kubernetes,website,2019-01,295.0,,
kubernetes/website,kubernetes,website,2019-02,322.0,,
kubernetes/website,kubernetes,website,2019-03,454.0,,
kubernetes/website,kubernetes,website,2019-04,358.0,,
kubernetes/website,kubernetes,website,2019-05,393.0,,
kubernetes/website,kubernetes,website,2019-06,375.0,,
kubernetes/website,kubernetes,website,2019-07,253.0,,
kubernetes/website,kubernetes,website,2019-08,385.0,,
kubernetes/website,kubernetes,website,2019-09,320.0,,
kubernetes/website,kubernetes,website,2019-10,564.0,,
kubernetes/website,kubernetes,website,2019-11,421.0,,
kubernetes/website,kubernetes,website,2019-12,385.0,,
kubernetes/website,kubernetes,website,2020-01,386.0,,
kubernetes/website,kubernetes,website,2020-02,336.0,,
kubernetes/website,kubernetes,website,2020-03,435.0,,
kubernetes/website,kubernetes,website,2020-04,455.0,,
kubernetes/website,kubernetes,website,2020-05,430.0,,
kubernetes/website,kubernetes,website,2020-06,537.0,,
kubernetes/website,kubernetes,website,2020-07,458.0,,
kubernetes/website,kubernetes,website,2020-08,427.0,,
kubernetes/website,kubernetes,website,2020-09,467.0,,
kubernetes/website,kubernetes,website,2020-10,407.0,,
kubernetes/website,kubernetes,website,2020-11,341.0,,
kubernetes/website,kubernetes,website,2020-12,458.0,,
kubernetes/website,kubernetes,website,2021-01,297.0,,
kubernetes/website,kubernetes,website,2021-02,309.0,,
kubernetes/website,kubernetes,website,2021-03,401.0,,
kubernetes/website,kubernetes,website,2021-04,344.0,,
kubernetes/website,kubernetes,website,2021-05,254.0,,
kubernetes/website,kubernetes,website,2021-06,355.0,,
kubernetes/website,kubernetes,website,2021-07,322.0,,
kubernetes/website,kubernetes,website,2021-08,269.0,,
kubernetes/website,kubernetes,website,2021-09,192.0,,
kubernetes/website,kubernetes,website,2021-10,122.0,,
kubernetes/website,kubernetes,website,2021-11,281.0,,
kubernetes/website,kubernetes,website,2021-12,285.0,,
kubernetes/website,kubernetes,website,2022-01,276.0,,
kubernetes/website,kubernetes,website,2022-02,264.0,,
kubernetes/website,kubernetes,website,2022-03,511.0,,
kubernetes/website,kubernetes,website,2022-04,502.0,,
kubernetes/website,kubernetes,website,2022-05,526.0,,
kubernetes/website,kubernetes,website,2022-06,438.0,,
kubernetes/website,kubernetes,website,2022-07,624.0,,
kubernetes/website,kubernetes,website,2022-08,651.0,,
kubernetes/website,kubernetes,website,2022-09,465.0,,
kubernetes/website,kubernetes,website,2022-10,382.0,,
kubernetes/website,kubernetes,website,2022-11,408.0,,
kubernetes/website,kubernetes,website,2022-12,339.0,,
kubernetes/website,kubernetes,website,2023-01,362.0,,
kubernetes/website,kubernetes,website,2023-02,388.0,,
kubernetes/website,kubernetes,website,2023-03,524.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2016-12,9.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-01,47.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-02,31.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-03,52.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-04,12.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-05,25.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-06,35.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-07,43.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-08,44.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-09,42.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-10,47.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-11,44.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2017-12,18.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-01,50.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-02,66.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-03,48.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-04,48.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-05,60.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-06,86.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-07,98.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-08,63.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-09,44.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-10,60.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-11,51.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2018-12,47.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-01,68.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-02,51.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-03,70.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-04,45.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-05,82.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-06,78.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-07,78.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-08,75.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-09,75.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-10,82.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-11,29.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2019-12,20.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-01,66.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-02,51.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-03,88.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-04,107.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-05,101.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-06,131.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-07,125.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-08,115.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-09,110.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-10,123.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-11,85.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2020-12,81.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-01,154.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-02,121.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-03,188.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-04,164.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-05,130.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-06,170.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-07,171.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-08,127.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-09,122.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-10,37.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-11,139.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2021-12,104.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-01,118.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-02,87.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-03,157.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-04,114.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-05,122.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-06,139.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-07,147.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-08,128.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-09,109.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-10,105.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-11,139.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2022-12,87.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2023-01,102.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2023-02,162.0,,
kubevirt/kubevirt,kubevirt,kubevirt,2023-03,149.0,,
laravel/framework,laravel,framework,2015-01,218.0,,
laravel/framework,laravel,framework,2015-02,256.0,,
laravel/framework,laravel,framework,2015-03,246.0,,
laravel/framework,laravel,framework,2015-04,217.0,,
laravel/framework,laravel,framework,2015-05,216.0,,
laravel/framework,laravel,framework,2015-06,310.0,,
laravel/framework,laravel,framework,2015-07,171.0,,
laravel/framework,laravel,framework,2015-08,168.0,,
laravel/framework,laravel,framework,2015-09,193.0,,
laravel/framework,laravel,framework,2015-10,201.0,,
laravel/framework,laravel,framework,2015-11,221.0,,
laravel/framework,laravel,framework,2015-12,318.0,,
laravel/framework,laravel,framework,2016-01,254.0,,
laravel/framework,laravel,framework,2016-02,259.0,,
laravel/framework,laravel,framework,2016-03,263.0,,
laravel/framework,laravel,framework,2016-04,245.0,,
laravel/framework,laravel,framework,2016-05,230.0,,
laravel/framework,laravel,framework,2016-06,220.0,,
laravel/framework,laravel,framework,2016-07,242.0,,
laravel/framework,laravel,framework,2016-08,372.0,,
laravel/framework,laravel,framework,2016-09,280.0,,
laravel/framework,laravel,framework,2016-10,299.0,,
laravel/framework,laravel,framework,2016-11,229.0,,
laravel/framework,laravel,framework,2016-12,281.0,,
laravel/framework,laravel,framework,2017-01,409.0,,
laravel/framework,laravel,framework,2017-02,239.0,,
laravel/framework,laravel,framework,2017-03,224.0,,
laravel/framework,laravel,framework,2017-04,228.0,,
laravel/framework,laravel,framework,2017-05,238.0,,
laravel/framework,laravel,framework,2017-06,257.0,,
laravel/framework,laravel,framework,2017-07,354.0,,
laravel/framework,laravel,framework,2017-08,358.0,,
laravel/framework,laravel,framework,2017-09,318.0,,
laravel/framework,laravel,framework,2017-10,246.0,,
laravel/framework,laravel,framework,2017-11,204.0,,
laravel/framework,laravel,framework,2017-12,184.0,,
laravel/framework,laravel,framework,2018-01,252.0,,
laravel/framework,laravel,framework,2018-02,199.0,,
laravel/framework,laravel,framework,2018-03,262.0,,
laravel/framework,laravel,framework,2018-04,167.0,,
laravel/framework,laravel,framework,2018-05,187.0,,
laravel/framework,laravel,framework,2018-06,184.0,,
laravel/framework,laravel,framework,2018-07,191.0,,
laravel/framework,laravel,framework,2018-08,207.0,,
laravel/framework,laravel,framework,2018-09,243.0,,
laravel/framework,laravel,framework,2018-10,311.0,,
laravel/framework,laravel,framework,2018-11,197.0,,
laravel/framework,laravel,framework,2018-12,186.0,,
laravel/framework,laravel,framework,2019-01,183.0,,
laravel/framework,laravel,framework,2019-02,237.0,,
laravel/framework,laravel,framework,2019-03,216.0,,
laravel/framework,laravel,framework,2019-04,183.0,,
laravel/framework,laravel,framework,2019-05,196.0,,
laravel/framework,laravel,framework,2019-06,203.0,,
laravel/framework,laravel,framework,2019-07,219.0,,
laravel/framework,laravel,framework,2019-08,317.0,,
laravel/framework,laravel,framework,2019-09,174.0,,
laravel/framework,laravel,framework,2019-10,212.0,,
laravel/framework,laravel,framework,2019-11,136.0,,
laravel/framework,laravel,framework,2019-12,173.0,,
laravel/framework,laravel,framework,2020-01,205.0,,
laravel/framework,laravel,framework,2020-02,229.0,,
laravel/framework,laravel,framework,2020-03,317.0,,
laravel/framework,laravel,framework,2020-04,290.0,,
laravel/framework,laravel,framework,2020-05,222.0,,
laravel/framework,laravel,framework,2020-06,165.0,,
laravel/framework,laravel,framework,2020-07,167.0,,
laravel/framework,laravel,framework,2020-08,185.0,,
laravel/framework,laravel,framework,2020-09,259.0,,
laravel/framework,laravel,framework,2020-10,256.0,,
laravel/framework,laravel,framework,2020-11,212.0,,
laravel/framework,laravel,framework,2020-12,187.0,,
laravel/framework,laravel,framework,2021-01,182.0,,
laravel/framework,laravel,framework,2021-02,170.0,,
laravel/framework,laravel,framework,2021-03,243.0,,
laravel/framework,laravel,framework,2021-04,203.0,,
laravel/framework,laravel,framework,2021-05,185.0,,
laravel/framework,laravel,framework,2021-06,167.0,,
laravel/framework,laravel,framework,2021-07,178.0,,
laravel/framework,laravel,framework,2021-08,208.0,,
laravel/framework,laravel,framework,2021-09,193.0,,
laravel/framework,laravel,framework,2021-10,45.0,,
laravel/framework,laravel,framework,2021-11,208.0,,
laravel/framework,laravel,framework,2021-12,218.0,,
laravel/framework,laravel,framework,2022-01,303.0,,
